"","X","index","brand","model","prod_class","prod_short_descr","num_usr_reviews","rec_rvw_rating","has_reviews","survey_cons","survey_pros","ratings_distribution","user_rating","user_rating_txt","user_rvw_hdln","submit_dateTime","submit_date","submit_time","rvw_username","rvw_userLocation","rvw_userCity","rvw_userState","rvw_userCountry","verified_buyer","verified_reviewer","user_review_content","btm_line_txt","url","reported_exceptions","RevwsGood"
"148",147,147,"Apple","Apple MacBook Air 11-inch MJVM2LL/A computer","laptop","An 11.6-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"I would buy this product again and again","2016-06-04T18:34:24.206Z","2016-06-04","18:34:24.206","Tea/Toodie","Las Vegas, NV","Las Vegas"," NV","USA",NA,"","As with the Apple name, everything went as well as it was supposed to go.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-11-inch-mjvm2ll-a-374085/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"149",148,148,"Apple","Apple MacBook Air 11-inch MJVM2LL/A computer","laptop","An 11.6-inch laptop tested with OS X Yosemite 10.10, an Intel Core i5 1.6GHz processor, 4GB of memory, Intel HD Graphics 6000 graphics, and a 128GB solid state drive.",NA,NA,"True","","","",5,NA,"Love it","2016-01-29T07:44:10.751Z","2016-01-29","07:44:10.751","Linsey","Madison, Wisconsin","Madison"," Wisconsin","USA",NA,"","I love my Macbook air! I travel quite often for my job, and it is great to take on plane rides and into hotels due to its small size. It runs very fast most of the time, and has been dropped more than ten times, yet it stays intact.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-air-11-inch-mjvm2ll-a-374085/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"150",149,149,"Apple","Apple MacBook Pro 13-inch MLH12LL/A computer","laptop","A 13.3-inch laptop tested with macOS Sierra 10.12, an Intel Core i5 2.9GHz processor, 8GB of memory, Intel Iris Graphics 550 graphics, and a 256GB solid state drive.",1,5,"True","CONS
1 Getting Used To Keyboard","PROS
1 Battery Life
1 Display
1 Fast Performance
1 Portability
1 Touch Bar","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 0
1 Star 0",5,NA,"Great Laptop","2016-12-29T16:02:26.177Z","2016-12-29","16:02:26.177","Zeke","Napa, CA","Napa"," CA","USA",NA,"Verified Reviewer","I mostly use the computer for business, for writing and photos. The display is amazing, especially for photos and graphics. The body is very thin and light, but solid. The processor is fast. It took a little while to get used to the flatter keys in the keyboard, but after a couple of days, there are no problems. I haven't mastered the touch bar, but I have used the Touch ID for Apple Pay. I am getting excellent battery life, unlike CR testers.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/apple-macbook-pro-13-inch-mlh12ll-a-388053/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"151",150,150,"Asus","Asus Q324UA-BHI7T17 computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i7-7500U 2.7GHz processor, 16GB of memory, Intel HD Graphics 620 graphics, a touchscreen, and a 512GB solid state drive.",1,5,"True","CONS
1 Fingerprint Sensor Poor
1 Shows Fingerprints
1 Touch Screen Limitations","PROS
1 Adequate Storage
1 Easy To Use
1 Fast
1 Good Battery Life
1 Lightweight","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 0
1 Star 0",5,NA,"Very good business and personal computer.","2017-01-26T14:43:32.975Z","2017-01-26","14:43:32.975","ColoCoug","Fort Collins CO","","Fort Collins CO","USA",NA,"","I bought this computer primarily for travel and portable use around campus. It has more than met my expectations in most regards. Every aspect of this machine displays quality manufacture, good ergonomics and computing power. This Win10 machine should be useful and contemporary for years. Display: clear, bright, and useful in a wide variety of lighting situations. The screen is not a matte finish and is reflective, so it will show lights and objects in reflections. This has not been a problem, although on airplanes I sometimes have to angle the computer ti reduce reflection from bright objects in a darkened cabin. Resolution of the display is excellent and provides crisp viewing of documents and images. The screen easily displays every fingerprint, and the exterior of the computer tends to show prints as well, but there is an enclosed microfiber cloth which does a nice job of cleaning it up. I've seen reviews which criticize this fingerprint display, but screens generally show fingerprints anyway. Not a big problem for me. Keypad: the touch of the keys is very nice. I can always tell when I have depressed a key. I am able to type fairly fast with no higher error rate than normal. The home/end/pageup/pagedown functions can only be accessed by using the Function key, but that's not unusual with compact laptops; they can only have so many keys. I've become used to using the Function key in combinations as needed. Touchpad: very sensitive. It takes a bit of getting used to, but that's normal whenever you move between machines. The click functions of the main pad and the left/right buttons are easy to control. Speed: this is a very fast machine. Boot-up is less than 30 seconds and it's very responsive. Programs open quickly and operation has been absolutely flawless. TOP marks in this regard, which is one of the most important considerations for me. RAM and hard drive: The 16 GB of RAM and i7 processor make this a very fast machine. I'm confident that I won't run out of storage with the solid state 512 GB hard drive. Ports: It was important to me to have at least two USB-A ports, and I got them. There is also a USB-C port, which is a direction the PC industry is going, so I'm happy to have it. There is also a full size HDMI port which is important because in my higher education environment most projectors and classrooms have full size HDMI connections. There is an SD card port but I typically don't transfer files via SD so I haven't used it. Fingerprint sensor: worked the first half-dozen times I used it, but seems to have decided that's enough. I could try clearing it and re-entering my fingerprint every week, but why bother? I have a 4-character password to access the machine and that's quick and easy. In this regard the fingerprint sensor is no better or worse than most. Touchscreen: The main limitation of the computer is that the touchscreen is designed to open and close programs, drag objects around and carry out similar tasks. It does not serve as a graphics tablet, because its resolution of drawn objects and characters is blocky and rough. It will recognize styli such as the Gosin Digital Stylus, but numbers and characters drawn are blocky. It's not a replacement for a graphics tablet. Weight: it's actually an ounce or two heavier than the 2.8 pounds in its specifications, but it's still the best combination of power, portability and display quality that I have found. It's very compact, fits into a briefcase or backpack, and with the solid state hard drive, it's going to resist travel and handling very well. The folding screen: I like the folding screen which makes the computer into a tablet-like display. Just keep in mind that drawing on the screen isn't likely to result in very well drawn characters. Also be careful if you fold the screen over and sit the computer with the inactive keyboard sitting on an airline fold-down tray; I did this and one of the keys caught on the tray and popped off. ASUS replaced the key under warranty, but since I had to ship it to them (and got it back within 10 days, superb turnaround time) for the replacement, that was an inconvenience. I suspect this caution would apply to most laptops. Bottom line: I REALLY like this computer, love its fast performance and light weight, and find none of its shortcomings to be major issues.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/laptop/asus-q324ua-bhi7t17-387893/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"152",151,151,"Dell","Dell Inspiron 13 5000 computer","laptop","A 13.3-inch convertible laptop tested with Windows 10 Home, an Intel Core i5-6200U 2.3GHz processor, 8GB of memory, Intel HD Graphics 520 graphics, a touchscreen, and a 1TB hard drive.",1,1,"True","CONS
1 Unreliable Performance","PROS
1 Fast
1 Lightweight","5 Stars 0
4 Stars 0
3 Stars 0
2 Stars 0
1 Star
1",1,NA,"Manufacturer defects make many unusable","2017-01-03T07:35:17.302Z","2017-01-03","07:35:17.302","A. Rex","Washington, DC","Washington"," DC","USA",NA,"Verified Reviewer","The touchscreen on mine had a manufacturer defect that made it unusable. I reviewed the Dell support forum and this has been a known issue with this model dating back to at least November 2014. When I returned it to the store, they informed me a number of Inspiron 13 2-in-1s had been returned for the same issue - I exchanged it for a similar Acer. CR - please investigate if there should be a recall.","No, I would not recommend to a friend","http://www.consumerreports.org/products/laptop/brondell-inspiron-13-5000-387112/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"153",152,152,"Acer","Acer Chromebook 14 CB3-431-C5FM computer","chromebooks","A 14-inch Chromebook tested with Chrome OS 50.0, an Intel Celeron N3160 1.6GHz processor, 4GB of memory, Intel HD 400 graphics, and a 32GB eMMC drive.",1,5,"True","CONS
No Cons","PROS
1 Battery
1 Keyboard
1 Performance
1 Screen","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 0
1 Star 0",5,NA,"Performance is good","2016-06-29T15:51:30.622Z","2016-06-29","15:51:30.622","Anonymous","Washington","","Washington","USA",NA,"Verified Reviewer","Despite CRs take on performance, this model does very well in day to day tasks. Much better than other models I've tried.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/chromebooks/acer-chromebook-14-cb3-431-c5fm-386278/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"154",153,153,"Acer","Acer Chromebook 11 CB3-131-C3VC computer","chromebooks","An 11.6-inch Chromebook tested with Chrome OS 48.0, an Intel Celeron N2840 2.16GHz processor, 2GB of memory, Intel HD graphics, and a 16GB eMMC drive.",1,4,"True","CONS
1 Colors Could Be Richer","PROS
1 Superior Ease Of Use","5 Stars 0
4 Stars 1
3 Stars 0
2 Stars 0
1 Star 0",4,NA,"Perfect for me","2016-11-07T04:11:41.730Z","2016-11-07","04:11:41.730","Bob","Massachusetts","","Massachusetts","USA",NA,"","I use the CB3-111 the way many people use a tablet. Pour a coffee, get in my comfy chair, read the news, deal with emails, look at some work docs, research a favorite subject (dog food reviews anyone). This Chromebook gives me speedier performance than a tablet and updates so quickly (every time you turn it on) I don't have to ever think about it. Compared to the still clumsy Windows 10, this is a delight. And why don't I prefer to use a tablet like my wife's Samsung S2 with it's gorgeous graphics? Because I really don't like using a touch screen. I value a solid keyboard. I like to type not swipe. Then there is the price. Full computing for less than $180.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/chromebooks/acer-chromebook-11-cb3-131-c3vc-385657/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"155",154,154,"Google","Google Chromebook Pixel 2015 computer","chromebooks","A 12.85-inch Chromebook tested with Chrome OS 41.0, an Intel Core i5-5200U 2.2GHz processor, 8GB of memory, Intel HD 5500 graphics, a touchscreen, and a 32GB solid-state drive.",2,4,"True","CONS
1 Poor Value For The Money","PROS
No Pros","5 Stars 1
4 Stars 0
3 Stars 1
2 Stars 0
1 Star 0",3,NA,"Value for the money","2016-09-19T07:00:17.536Z","2016-09-19","07:00:17.536","jmtd0428","CT","","CT","USA",NA,"","I am surprised that CR would not list the cost of this product as a con. Cost should be a consideration as are all other attributes. It is a very, very nice product but the cost is too high and out of line with the marketplace.","No, I would not recommend to a friend","http://www.consumerreports.org/products/chromebooks/google-chromebook-pixel-2015-374109/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"156",155,155,"Google","Google Chromebook Pixel 2015 computer","chromebooks","A 12.85-inch Chromebook tested with Chrome OS 41.0, an Intel Core i5-5200U 2.2GHz processor, 8GB of memory, Intel HD 5500 graphics, a touchscreen, and a 32GB solid-state drive.",NA,NA,"True","","","",5,NA,"Chrome Pixel 2015","2015-07-29T14:27:27.589Z","2015-07-29","14:27:27.589","Neil","Idyllwild CA","","Idyllwild CA","USA",NA,"","I use the Pixel for web surfing everyday, I also use it for casting youtube videos onto my tv via Chromecast. One of the big reason I prefer the Pixel is how well it works with Google Docs, especially spreadsheets. I'm the treasurer for a small church and I use Google spreadsheets for all of my accounting. The spreadsheets get fairly large but the Pixel handles everything without breaking a sweat. I've used other chrome books, they are pokey by comparison. I also store all paper files on the church Google Docs account. This allows for complete transparency in accounting, I even have a Toshiba chrome book on loan to church members allowing them to access the documents relating to any financial activity the church is engaged in. I can't think of anything that isn't great about the Chrome Pixel. Of course I live on the web, all my financial documents are in Google Docs, backed up of course to Dropbox and Amazon Cloud Services via Cloud HQ. I have no desire to have anything on my laptops or tablets. This allows me to access anything from any of my devices, tablets, phone etc. Others of you may need specialized software that only works on your pc, in that case a chrome book won't do the trick. But I think Google has it right, ultimately all software programs will be accessible on or only on the cloud.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/chromebooks/google-chromebook-pixel-2015-374109/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"157",156,156,"Lenovo","Lenovo N22 80SF0000US computer","chromebooks","An 11.6-inch Chromebook tested with Chrome OS 51.0, an Intel Celeron N3050 1.6GHz processor, 2GB of memory, Intel HD graphics, and a 16GB eMMC drive.",NA,NA,"True","","","",1,NA,"Power Issues!","2016-10-16T06:16:01.062Z","2016-10-16","06:16:01.062","School IT","Burlington, KY","Burlington"," KY","USA",NA,"","Just bought 200 of these Chromebooks for my school. Very disappointed. 2 failed out of the box, 8 others failed on the first day of use, then 4 more second day. Seems Lenovo has a power issue where the device will not turn on. Do not recommend.","No, I would not recommend to a friend","http://www.consumerreports.org/products/chromebooks/lenovo-n22-80sf0000us-386441/user-reviews#user-reviews","writeRvwMsg Step: : <class 'selenium.common.exceptions.NoSuchElementException'>/nNum User Rvws and / or rec rvw rtng Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nWarning: Survey Pro or Con Not Found : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"158",157,157,"Toshiba","Toshiba Chromebook 2 CB35-C3350 computer","chromebooks","A 13.3-inch Chromebook tested with Chrome OS 46.0, an Intel Core i3-5015U 2.1GHz processor, 4GB of memory, Intel HD 5500 graphics, and a 16GB solid-state drive.",2,3,"True","CONS
1 Slow Data Transfer Speed
1 Small Storage Space","PROS
1 Good Looking
1 Great Performance
1 Loud Speaker
1 Reasonable Price","5 Stars 1
4 Stars 0
3 Stars 0
2 Stars 0
1 Star
1",1,NA,"NEVER BUY TOSHIBA!","2017-06-28T07:36:41.535Z","2017-06-28","07:36:41.535","Tony in Carmel","Carmel, NY","Carmel"," NY","USA",NA,"Verified Reviewer","I purchased a similar model, a Toshiba Chromebook CB30-C in June of 2016. In May of 2017, it broke down while still in warranty. Toshiba promised a 10 business day turnaround on repairs. They sent a box for me to ship the device and charged me $22 to ship it to them, which I did. Their website has a place where you can look up the repair status, but there is no telephone support at all if you have questions on the status of your device. 10 Business days came and went. The status on my device said the repair needed a part that could delay the repairs ""up to another 10 business days."" Those additional 10 business days came and went. Still no repaired device. Still nobody to ask about it. Nobody to complain to or escalate the issue. No additional information has been posted and I have been out of my Chromebook for over a month with no end in sight. I Googled Toshiba service complaints and discovered something I wished I had known before I wasted hundreds of dollars. There were dozens of complaints quite similar to my own. TOSHIBA SERVICE IS HORRENDOUSLY BAD! People who have experienced similar issues have not received their devices back for many more months than me. I have also read where the Toshiba Corporation has been ridden with scandals and the CEO was forced to resign in disgrace two years ago. DO NOT BUY A TOSHIBA CHROMEBOOK.","No, I would not recommend to a friend","http://www.consumerreports.org/products/chromebooks/toshiba-chromebook-2-cb35-c3350-384987/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"159",158,158,"Toshiba","Toshiba Chromebook 2 CB35-C3350 computer","chromebooks","A 13.3-inch Chromebook tested with Chrome OS 46.0, an Intel Core i3-5015U 2.1GHz processor, 4GB of memory, Intel HD 5500 graphics, and a 16GB solid-state drive.",NA,NA,"True","","","",5,NA,"excellent laptop~","2016-07-16T04:12:22.062Z","2016-07-16","04:12:22.062","Kevin","Perth, Australia","Perth"," Australia","USA",NA,"Verified Reviewer","It's my first Chromebook, and I love it so much~ Not like other laptops with Windows OS, it starts so fast, easy to use, and with some surprising brilliant designs... but, when using a new system, I faced some problems, for example, I can not install some useful apps or to resize my pics as a basic function, etc.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/chromebooks/toshiba-chromebook-2-cb35-c3350-384987/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"160",159,159,"Apple","Apple 27-inch iMac with Retina 5K display MK472LL/A computer","desktop-computer","An all-in-one desktop computer with a 27-inch screen tested with OS X El Capitan 10.11, an Intel Core i5 3.2GHz processor, 8GB of memory, a 1TB hard drive, a 32GB solid state drive, AMD Radeon RN M390 graphics, and 2-piece speakers.",3,4,"True","CONS
2 No Extras
1 No Touchscreen
1 Poor Matching Of Components
1 Too Slow","PROS
3 Great Display
2 Easy To Set Up
2 Fast
2 Great Software
2 Quiet","5 Stars 1
4 Stars 1
3 Stars 1
2 Stars 0
1 Star 0",4,NA,"I Love It","2017-01-18T08:34:44.448Z","2017-01-18","08:34:44.448","Jmar","Pittsburgh, PA","Pittsburgh"," PA","USA",NA,"","I've had this iMac for just over 1 mo. This is my 1st Apple computer after windows based PCs for over 30 yrs. I got tired of basically needing replacements after about 4 years, total system failures, viruses, slow operation, etc. The Apple world does things a little differently, but it's easy to learn and intuitive. First of all, the display is beautiful. It's fast and dead quiet with good speakers. I loaded docs. and extensive music and photo libraries to the iMac without any complications. I also set up a backup system to an Apple AirPort device with some help from Apple support. I also called Apple support on 2 other occasions with technical questions. Each time, I got through to a knowlegeable, courteous technician who sounded like a native English language speaker in less than 4 mins. We also have seamless interaction with our iPhones, iTouch and iPad. An included DVD/CD hard drive would have been nice, but I have a 5 yr. old HP external DVD drive which works fine with the iMac. I also miss the touch screen feature on my last PC. The on/off button on the rear is easy to find by feel, but the USB ports in the rear are a bit of a pain to get to. I guess that's the price you pay for such a slim all in one computer. As for the price, I think that falls under the category of you get what you pay for. I'm hopeful I'll have fast, drama free computing for a much longer time than I did on my PC's. Time will tell.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/desktop-computer/apple-27-inch-imac-with-retina-5k-display-mk472ll-a-384905/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"161",160,160,"Apple","Apple 27-inch iMac with Retina 5K display MK472LL/A computer","desktop-computer","An all-in-one desktop computer with a 27-inch screen tested with OS X El Capitan 10.11, an Intel Core i5 3.2GHz processor, 8GB of memory, a 1TB hard drive, a 32GB solid state drive, AMD Radeon RN M390 graphics, and 2-piece speakers.",NA,NA,"True","","","",3,NA,"Steady decline","2016-12-21T06:58:38.800Z","2016-12-21","06:58:38.800","runribrun1","Crozet, VA","Crozet"," VA","USA",NA,"Verified Reviewer","We've owned Apple desktop computers for more than 20 years, we're essentially loyal to the core. About every five years, we ""upgrade"" our desktop iMac to the latest model, thinking that the newer model will be faster, better, easier to use. This is the first year we've been uphappy with the experience. 1) Price: Apple products are purposefully higher priced than competitors, so you are buying a computer that is overpriced compared to the competition. 2) Our new iMac is very slow to start up. It takes about 2 minutes, which seems like an eternity. It also has problems running smoothly between programs, noticeably slower than our last version. With all of the software updates over the last five years, our last model was running slower too, so we expected the newest version to be a noticeable upgrade in speed. Not so. Very disappointing. 3) There is no ""power-drive"" anymore. Like removing the headphone jack from the latest iPhone, Apple just decided that people no longer need to burn CD's, photo disks, or watch DVD's on their computer. Big mistake. Sure, you can buy an external drive and plug it in as needed, but Apple's version is overpriced and has gotten mixed reviews for reliability. We bought a cheaper external drive on Amazon, and it works fine, but it's a pain to have that as an extra on the surface of our desk. Apple seems to be losing focus on their entire line of products. If it weren't for the music iCloud features, I might jump ship.","No, I would not recommend to a friend","http://www.consumerreports.org/products/desktop-computer/apple-27-inch-imac-with-retina-5k-display-mk472ll-a-384905/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"162",161,161,"Apple","Apple 27-inch iMac with Retina 5K display MK472LL/A computer","desktop-computer","An all-in-one desktop computer with a 27-inch screen tested with OS X El Capitan 10.11, an Intel Core i5 3.2GHz processor, 8GB of memory, a 1TB hard drive, a 32GB solid state drive, AMD Radeon RN M390 graphics, and 2-piece speakers.",NA,NA,"True","","","",5,NA,"APPLE G5 IMAC","2016-01-03T14:04:45.472Z","2016-01-03","14:04:45.472","ALEX G","VA BEACH VA","","VA BEACH VA","USA",NA,"Verified Reviewer","I USE IT FOR WEB BROWSING, EDITING MY PHOTOGRAPHS , POWER POINT, WORD WATCH SOCCER. LISTEN TO MUSIC. MIRROR IMAGES OR MUSIC. IT IS FAST DOES NOT FREEZE. HASSLE FREE. EVERYTHING WORKS. NO INCIDENTS OF BEING HACKED OR MALWARE. COMPUTER MADE FOR HUMAN BEINGS. FREE SOFTWARE UPDATES THAT WORK SEAMLESSLY.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/desktop-computer/apple-27-inch-imac-with-retina-5k-display-mk472ll-a-384905/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"163",162,162,"Dell","Dell Inspiron I3455-10041WHT computer","desktop-computer","An all-in-one desktop computer with a 23.8-inch touchscreen tested with Windows 10 Home, an AMD A8-7410 2.2GHz processor, 8GB of memory, a 1TB hard drive, AMD Radeon R5 Graphics graphics, a DVD burner, and 2-piece speakers.",1,3,"True","CONS
1 Flimsy Dvd Door
1 Slow Sd Card Reader
1 Unreliable Performance","PROS
1 Adequate Storage
1 Easy To Set Up
1 Easy To Use
1 Sleek Design
1 Touchscreen","5 Stars 0
4 Stars 0
3 Stars 1
2 Stars 0
1 Star 0",3,NA,"Good specs, average performance","2016-01-24T23:51:38.831Z","2016-01-24","23:51:38.831","Skylander Guy","Texas","","Texas","USA",NA,"","This all-in-one has a very nice design - it can pass as an Apple product. Setup was simple and straight forward (NOTE: My model originally came with Windows 8.1. Upon start up, it recommended me to upgrade to Windows 10 for free so I did. This Widows 10 upgrade added a few extra hours to the initial setup). If the most you do on this computer is on the internet, manage your iTunes/iDevices and let your elementary-level kids do their homework then this fits the bill. When you start to do more, this PC starts to falter a bit - the SD card reader is extremely slow (it took hours to copy over files), the DVD door is flimsy (one plastic hook already broke off on mine) and there are some weird behaviors such as the keyboard sometimes won't wake up the computer (but the mouse works and luckily you can also use the power button). I hope a couple of these issues will go away with future Windows driver updates. As of now, the computer looks nice in my room but I'm afraid to recommend it to others.","No, I would not recommend to a friend","http://www.consumerreports.org/products/desktop-computer/dell-inspiron-i3455-10041wht-384300/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"164",163,163,"HP","HP ENVY 34-a010 computer","desktop-computer","An all-in-one desktop computer with a 34-inch screen tested with Windows 10 Home, an Intel Core i5-6400T 2.2GHz processor, 12GB of memory, a 1TB hard drive, Nvidia GeForce GTX 960A/Intel HD Graphics 530 graphics, and 2-piece speakers.",1,2,"True","CONS
1 Unreliable Performance","PROS
1 Adequate Storage
1 Beautiful
1 Fast
1 Sleek Design","5 Stars 0
4 Stars 0
3 Stars 0
2 Stars 1
1 Star 0",2,NA,"Nice looking but webcam and microphone don't work","2016-08-21T16:21:18.125Z","2016-08-21","16:21:18.125","TucsonTom","Tucson, AZ","Tucson"," AZ","USA",NA,"Verified Reviewer","Right out of the box it hung itself up on first start. After 30 minutes with tech support it finally finished the start process. Next I clicked one of the 3 desktop icons about the integrated 3D webcam, only to find that the system didn't see the webcam. Unfortunately, Eluktronics tech support left 30 minutes early so I couldn't get any help. In their defense, it was a Friday afternoon. Today I find that my Yeti Blue microphone doesn't work properly with the system. It's Sunday so no tech support today.","No, I would not recommend to a friend","http://www.consumerreports.org/products/desktop-computer/hp-envy-34-a010-385057/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",0
"165",164,164,"Apple","Apple iMac w/Retina 5K display MF886LL/A computer","desktop-computer","An all-in-one desktop computer with a 27-inch screen tested with OS X Yosemite 10.10, an Intel Core i5 3.5GHz processor, 8GB of memory, a 1TB hard drive, a 128GB solid state drive, AMD Radeon R9 M290X graphics, and 2-piece speakers.",5,4.4,"True","CONS
1 Poor Matching Of Components
1 Poor Performance","PROS
5 Great Display
4 Easy To Set Up
4 Fast
4 Quiet
2 Great Extras","5 Stars 4
4 Stars 0
3 Stars 0
2 Stars 1
1 Star 0",5,NA,"Spoiled","2017-01-28T06:33:51.836Z","2017-01-28","06:33:51.836","Don W","Danielsville, PA","Danielsville"," PA","USA",NA,"Verified Reviewer","I use it for finances, downloading movies, uploading pictures, online purchases and posting on internet forums. Hands down this is the best computer I've ever owned. Apple has spoiled me with the iMac and it is the only computer I would ever buy again. I have gone through my share of computers from the early Tandy computer to Gateway and Dell and nothing even comes close to the reliability of an Apple. Having spent years with Windows I was reluctant to switch to a Mac machine, but I'm ever so glad I did. Not one problem or freeze up in almost two years of operating this computer which gets used on the average of 8 hours a day, every day of the year. I love the fact that upgrades come with it.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/desktop-computer/apple-imac-w-retina-5k-display-mf886ll-a-295009/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"166",165,165,"Apple","Apple iMac w/Retina 5K display MF886LL/A computer","desktop-computer","An all-in-one desktop computer with a 27-inch screen tested with OS X Yosemite 10.10, an Intel Core i5 3.5GHz processor, 8GB of memory, a 1TB hard drive, a 128GB solid state drive, AMD Radeon R9 M290X graphics, and 2-piece speakers.",NA,NA,"True","","","",5,NA,"Best Computer I've Ever Used","2016-07-06T21:33:42.249Z","2016-07-06","21:33:42.249","LL","Pittsburgh, PA","Pittsburgh"," PA","USA",NA,"","The display is impressive: large, bright, and very sharp. My old Dell display which I'm using side-by-side looks blurry by comparison. If there's a downside, it's this: once you get used to this display, you're going to be unhappy if you have to use anything less. I got the model with the fastest processor and a pure SSD rather than the the Fusion Drive. My main use is software development and performance has been excellent with no significant problems during the nearly 8 months I've used it. I recommend swapping the mouse for the Force Touch Trackpad if you have the option. I also have the mouse but find I seldom use it because the trackpad works so well (it puts the one on my Windows laptop to shame). I'm hard-pressed to think of any downsides unless you like to tinker with hardware. The memory is user replaceable (and I've increased mine significantly), but no other components are user serviceable so think carefully about your system configuration.","Yes, I would recommend to a friend","http://www.consumerreports.org/products/desktop-computer/apple-imac-w-retina-5k-display-mf886ll-a-295009/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/nVerified Reviewer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
"167",166,166,"Apple","Apple iMac w/Retina 5K display MF886LL/A computer","desktop-computer","An all-in-one desktop computer with a 27-inch screen tested with OS X Yosemite 10.10, an Intel Core i5 3.5GHz processor, 8GB of memory, a 1TB hard drive, a 128GB solid state drive, AMD Radeon R9 M290X graphics, and 2-piece speakers.",NA,NA,"True","","","",5,NA,"Awesome computer","2016-03-05T16:50:25.137Z","2016-03-05","16:50:25.137","dzpostal","Louisville","","Louisville","USA",NA,"Verified Reviewer","Replaced a Windows computer with the Apple 27 in Mac. Great choice. Apple is really good at hardware. We have iPads and now we have an iMac. No looking back. Setup is easy. Added a Time Capsule for 2TB storage and backup. Seamless. Google Chrome and Gmail work great on this, and the 5k display is out of this world","Yes, I would recommend to a friend","http://www.consumerreports.org/products/desktop-computer/apple-imac-w-retina-5k-display-mf886ll-a-295009/user-reviews#user-reviews","Verified Buyer Not Found: : <class 'selenium.common.exceptions.NoSuchElementException'>/n",1
